tipo,titulo,fecha,id,genero
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
movie,The Devil's Assistant,1917-4,tt0007854,Horror
movie,Nächte des Grauens,1917-2,tt0007111,Horror
movie,Hilde Warren und der Tod,1917-8,tt0008099,Horror
movie,Furcht,1917-11,tt0007983,Horror
movie,Malombra,1917-1,tt0008252,Horror
movie,Der Golem und die Tänzerin,1917-4,tt0176776,Horror
movie,Kalidaa - la storia di una mummia,1917-12,tt0181625,Horror
movie,L'altro io,1917-11,tt0244391,Horror
movie,Die Gespensterstunde,1917-9,tt0478582,Horror
movie,The Bells,1918-11,tt0008875,Horror
movie,Die Augen der Mumie Ma,1918-10,tt0008854,Horror
movie,The Craving,1919-1,tt0008978,Horror
movie,Hidaka iriai zakura,1909-None,tt11441032,Horror
movie,Il diavolo zoppo,1910-5,tt0325256,Horror
movie,Botan dôrô,1910-None,tt11471546,Horror
movie,L'Inferno,1911-3,tt0002130,Horror
movie,Trilby,1912-1,tt0196172,Horror
movie,Satana,1912-12,tt0202566,Horror
movie,I misteri della psiche,1912-1,tt0943322,Horror
movie,Der Student von Prag,1913-8,tt0003419,Horror
movie,Fra ruggiti di belve,1913-None,tt0943279,Horror
movie,Huo wu chang,0-0,tt10863546,Horror
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
movie,The Devil's Assistant,1917-4,tt0007854,Horror
movie,Nächte des Grauens,1917-2,tt0007111,Horror
movie,Hilde Warren und der Tod,1917-8,tt0008099,Horror
movie,Furcht,1917-11,tt0007983,Horror
movie,Malombra,1917-1,tt0008252,Horror
movie,Der Golem und die Tänzerin,1917-4,tt0176776,Horror
movie,Kalidaa - la storia di una mummia,1917-12,tt0181625,Horror
movie,L'altro io,1917-11,tt0244391,Horror
movie,Die Gespensterstunde,1917-9,tt0478582,Horror
movie,The Bells,1918-11,tt0008875,Horror
movie,Die Augen der Mumie Ma,1918-10,tt0008854,Horror
movie,The Craving,1919-1,tt0008978,Horror
movie,Hidaka iriai zakura,1909-None,tt11441032,Horror
movie,Il diavolo zoppo,1910-5,tt0325256,Horror
movie,Botan dôrô,1910-None,tt11471546,Horror
movie,L'Inferno,1911-3,tt0002130,Horror
movie,Trilby,1912-1,tt0196172,Horror
movie,Satana,1912-12,tt0202566,Horror
movie,I misteri della psiche,1912-1,tt0943322,Horror
movie,Der Student von Prag,1913-8,tt0003419,Horror
movie,Fra ruggiti di belve,1913-None,tt0943279,Horror
movie,Huo wu chang,0-0,tt10863546,Horror
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
movie,The Devil's Assistant,1917-4,tt0007854,Horror
movie,Nächte des Grauens,1917-2,tt0007111,Horror
movie,Hilde Warren und der Tod,1917-8,tt0008099,Horror
movie,Furcht,1917-11,tt0007983,Horror
movie,Malombra,1917-1,tt0008252,Horror
movie,Der Golem und die Tänzerin,1917-4,tt0176776,Horror
movie,Kalidaa - la storia di una mummia,1917-12,tt0181625,Horror
movie,L'altro io,1917-11,tt0244391,Horror
movie,Die Gespensterstunde,1917-9,tt0478582,Horror
movie,The Bells,1918-11,tt0008875,Horror
movie,Die Augen der Mumie Ma,1918-10,tt0008854,Horror
movie,The Craving,1919-1,tt0008978,Horror
movie,Hidaka iriai zakura,1909-None,tt11441032,Horror
movie,Il diavolo zoppo,1910-5,tt0325256,Horror
movie,Botan dôrô,1910-None,tt11471546,Horror
movie,L'Inferno,1911-3,tt0002130,Horror
movie,Trilby,1912-1,tt0196172,Horror
movie,Satana,1912-12,tt0202566,Horror
movie,I misteri della psiche,1912-1,tt0943322,Horror
movie,Der Student von Prag,1913-8,tt0003419,Horror
movie,Fra ruggiti di belve,1913-None,tt0943279,Horror
movie,Huo wu chang,0-0,tt10863546,Horror
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
movie,The Devil's Assistant,1917-4,tt0007854,Horror
movie,Nächte des Grauens,1917-2,tt0007111,Horror
movie,Hilde Warren und der Tod,1917-8,tt0008099,Horror
movie,Furcht,1917-11,tt0007983,Horror
movie,Malombra,1917-1,tt0008252,Horror
movie,Der Golem und die Tänzerin,1917-4,tt0176776,Horror
movie,Kalidaa - la storia di una mummia,1917-12,tt0181625,Horror
movie,L'altro io,1917-11,tt0244391,Horror
movie,Die Gespensterstunde,1917-9,tt0478582,Horror
movie,The Bells,1918-11,tt0008875,Horror
movie,Die Augen der Mumie Ma,1918-10,tt0008854,Horror
movie,The Craving,1919-1,tt0008978,Horror
movie,Hidaka iriai zakura,1909-None,tt11441032,Horror
movie,Il diavolo zoppo,1910-5,tt0325256,Horror
movie,Botan dôrô,1910-None,tt11471546,Horror
movie,L'Inferno,1911-3,tt0002130,Horror
movie,Trilby,1912-1,tt0196172,Horror
movie,Satana,1912-12,tt0202566,Horror
movie,I misteri della psiche,1912-1,tt0943322,Horror
movie,Der Student von Prag,1913-8,tt0003419,Horror
movie,Fra ruggiti di belve,1913-None,tt0943279,Horror
movie,Huo wu chang,0-0,tt10863546,Horror
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
movie,The Devil's Assistant,1917-4,tt0007854,Horror
movie,Nächte des Grauens,1917-2,tt0007111,Horror
movie,Hilde Warren und der Tod,1917-8,tt0008099,Horror
movie,Furcht,1917-11,tt0007983,Horror
movie,Malombra,1917-1,tt0008252,Horror
movie,Der Golem und die Tänzerin,1917-4,tt0176776,Horror
movie,Kalidaa - la storia di una mummia,1917-12,tt0181625,Horror
movie,L'altro io,1917-11,tt0244391,Horror
movie,Die Gespensterstunde,1917-9,tt0478582,Horror
movie,The Bells,1918-11,tt0008875,Horror
movie,Die Augen der Mumie Ma,1918-10,tt0008854,Horror
movie,The Craving,1919-1,tt0008978,Horror
movie,Hidaka iriai zakura,1909-None,tt11441032,Horror
movie,Il diavolo zoppo,1910-5,tt0325256,Horror
movie,Botan dôrô,1910-None,tt11471546,Horror
movie,L'Inferno,1911-3,tt0002130,Horror
movie,Trilby,1912-1,tt0196172,Horror
movie,Satana,1912-12,tt0202566,Horror
movie,I misteri della psiche,1912-1,tt0943322,Horror
movie,Der Student von Prag,1913-8,tt0003419,Horror
movie,Fra ruggiti di belve,1913-None,tt0943279,Horror
movie,Huo wu chang,0-0,tt10863546,Horror
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
movie,The Devil's Assistant,1917-4,tt0007854,Horror
movie,Nächte des Grauens,1917-2,tt0007111,Horror
movie,Hilde Warren und der Tod,1917-8,tt0008099,Horror
movie,Furcht,1917-11,tt0007983,Horror
movie,Malombra,1917-1,tt0008252,Horror
movie,Der Golem und die Tänzerin,1917-4,tt0176776,Horror
movie,Kalidaa - la storia di una mummia,1917-12,tt0181625,Horror
movie,L'altro io,1917-11,tt0244391,Horror
movie,Die Gespensterstunde,1917-9,tt0478582,Horror
movie,The Bells,1918-11,tt0008875,Horror
movie,Die Augen der Mumie Ma,1918-10,tt0008854,Horror
movie,The Craving,1919-1,tt0008978,Horror
movie,Hidaka iriai zakura,1909-None,tt11441032,Horror
movie,Il diavolo zoppo,1910-5,tt0325256,Horror
movie,Botan dôrô,1910-None,tt11471546,Horror
movie,L'Inferno,1911-3,tt0002130,Horror
movie,Trilby,1912-1,tt0196172,Horror
movie,Satana,1912-12,tt0202566,Horror
movie,I misteri della psiche,1912-1,tt0943322,Horror
movie,Der Student von Prag,1913-8,tt0003419,Horror
movie,Fra ruggiti di belve,1913-None,tt0943279,Horror
movie,Huo wu chang,0-0,tt10863546,Horror
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
movie,The Devil's Assistant,1917-4,tt0007854,Horror
movie,Nächte des Grauens,1917-2,tt0007111,Horror
movie,Hilde Warren und der Tod,1917-8,tt0008099,Horror
movie,Furcht,1917-11,tt0007983,Horror
movie,Malombra,1917-1,tt0008252,Horror
movie,Der Golem und die Tänzerin,1917-4,tt0176776,Horror
movie,Kalidaa - la storia di una mummia,1917-12,tt0181625,Horror
movie,L'altro io,1917-11,tt0244391,Horror
movie,Die Gespensterstunde,1917-9,tt0478582,Horror
movie,The Bells,1918-11,tt0008875,Horror
movie,Die Augen der Mumie Ma,1918-10,tt0008854,Horror
movie,The Craving,1919-1,tt0008978,Horror
movie,Hidaka iriai zakura,1909-None,tt11441032,Horror
movie,Il diavolo zoppo,1910-5,tt0325256,Horror
movie,Botan dôrô,1910-None,tt11471546,Horror
movie,L'Inferno,1911-3,tt0002130,Horror
movie,Trilby,1912-1,tt0196172,Horror
movie,Satana,1912-12,tt0202566,Horror
movie,I misteri della psiche,1912-1,tt0943322,Horror
movie,Der Student von Prag,1913-8,tt0003419,Horror
movie,Fra ruggiti di belve,1913-None,tt0943279,Horror
movie,Huo wu chang,0-0,tt10863546,Horror
movie,The Avenging Conscience: or 'Thou Shalt Not Kill',1914-8,tt0003643,Horror
movie,Der Hund von Baskerville,1914-6,tt0004121,Horror
movie,The Ghost Breaker,1914-12,tt0004013,Horror
movie,Ein seltsamer Fall,1914-12,tt0004573,Horror
movie,Het geheim van het slot arco,1915-2,tt0390038,Horror
movie,Der Golem,1915-4,tt0004026,Horror
movie,Das dunkle Schloß,1915-3,tt0005231,Horror
movie,Life Without Soul,1915-11,tt0005615,Horror
movie,Mortmain,1915-9,tt0005772,Horror
movie,Zhenshchina vampir,1915-8,tt0006238,Horror
movie,Il cadavere di marmo,1915-9,tt1392112,Horror
movie,"Der Hund von Baskerville, 4. Teil",1916-7,tt0005514,Horror
movie,"Der Hund von Baskerville, 3. Teil - Das unheimliche Zimmer",1916-2,tt0005513,Horror
movie,Hævnens Nat,1916-9,tt0005529,Horror
movie,The Crimson Stain Mystery,1916-8,tt0006554,Horror
movie,"Homunculus, 1. Teil",1917-1,tt0006820,Horror
movie,The Mysteries of Myra,1916-4,tt0007107,Horror
movie,Pikovaya dama,1916-4,tt0007183,Horror
movie,The Picture of Dorian Gray,1916-6,tt0228718,Horror
movie,Snow White,0-0,tt0313622,Horror
movie,The Black Night,1916-11,tt0317165,Horror
movie,The Kiss of a Vampire,1916-None,tt0402325,Horror
movie,Il cadavere scomparso,1916-4,tt0965465,Horror
movie,Homunculus,1916-10,tt5505320,Horror
movie,Kaiketsu Ondo maru,1916-8,tt9819594,Horror
movie,Rapsodia satanica,1917-7,tt0005951,Horror
movie,Black Orchids,1917-1,tt0006434,Horror
movie,The Brand of Satan,1917-7,tt0007744,Horror
